,회사,산업,사원수,연봉
4152,옐로오투오,컴퓨터·하드웨어·장비,20,3316
4153,비티웍스,정보보안,25,2300
4154,회명정보통신,모바일·APP,50,4200
4155,딘트,쇼핑몰·오픈마켓·소셜커머스,50,2166
4156,선형시스템,솔루션·SI·CRM·ERP,10,2200
4157,앳시스,솔루션·SI·CRM·ERP,23,3481
4158,로봇앤드디자인,전기·전자·제어,96,3700
4159,상록에스,포털·컨텐츠·커뮤니티,91,3371
4160,크리스피드,솔루션·SI·CRM·ERP,159,4034
4161,인스테크,컴퓨터·하드웨어·장비,37,3186
4162,이스턴네트웍스,컴퓨터·하드웨어·장비,54,3817
4163,LS네트웍스,부동산·중개·임대,188,5050
4164,애드사운드,모바일·APP,16,5700
4165,고우넷,컴퓨터·하드웨어·장비,150,3169
4166,지지옥션,포털·컨텐츠·커뮤니티,70,2416
4167,나우앤아카데미,학원·어학원·교육원,10,2600
4168,에스아이에스,솔루션·SI·CRM·ERP,25,4200
4169,대성정보기술,솔루션·SI·CRM·ERP,9,2500
4170,피더블유디정보,솔루션·SI·CRM·ERP,32,3920
4171,한국타피,컴퓨터·하드웨어·장비,23,3100
4172,에스티아이그룹,백화점·유통·도소매,29,2970
4173,휴컴와이어리스,네트워크·통신서비스,9,4800
4174,로드컴플릿,게임·애니메이션,120,2700
4175,이투데이,출판·인쇄·사진,160,3546
4176,그라비티인터랙티브,광고·홍보·전시,10,3480
4177,이니셔티브식스,웹에이전시,30,3417
4178,위즈브레인,솔루션·SI·CRM·ERP,20,4025
4179,써티웨어,솔루션·SI·CRM·ERP,110,4157
4180,효원시스템,디자인·CAD,18,6300
4181,산업마케팅,포털·컨텐츠·커뮤니티,60,3573
4182,인터마블,웹에이전시,7,3163
4183,베리히트,게임·애니메이션,15,2625
4184,한국시스템보증,정보보안,27,3164
4185,챔프스터디,학원·어학원·교육원,515,3407
4186,더이앤엠,공기업·공공기관,91,4051
4187,피앤이시스템즈,전기·전자·제어,45,3700
4188,에스에이코스메틱,생활화학·화장품,60,1700
4189,만불회,공기업·공공기관,50,3200
4190,미트뱅크,생활용품·소비재·기타,140,2025
4191,다트비젼,전기·전자·제어,15,3600
4192,애플씨,모바일·APP,5,3700
4193,투명치과의원,제약·보건·바이오,99,3900
4194,유투바이오,솔루션·SI·CRM·ERP,140,3079
4195,리텍,전기·전자·제어,75,4970
4196,엠오디,솔루션·SI·CRM·ERP,30,4600
4197,파로스인포,정보보안,8,2866
4198,스카이넷,네트워크·통신서비스,3,6600
4199,케이케이테크,기계·기계설비,176,3500
4200,푸드장,식품가공,150,2800
4201,대두식품,식품가공,302,5374
4202,이오비스,반도체·디스플레이·광학,56,3825
4203,엔컴즈,솔루션·SI·CRM·ERP,75,3550
4204,콤파,출판·인쇄·사진,20,3746
4205,롤링스토리,포털·컨텐츠·커뮤니티,10,3316
4206,팸텍,전기·전자·제어,134,4381
4207,스타마크,웹에이전시,797,3820
4208,와이아이씨컴퍼니,백화점·유통·도소매,102,2943
4209,와그트래블,호텔·여행·항공,40,3264
4210,화성밸브,금속·재료·자재,210,1800
4211,케이스마텍,솔루션·SI·CRM·ERP,46,4153
4212,에스엠티엔티,솔루션·SI·CRM·ERP,16,4133
4213,디지토피아,솔루션·SI·CRM·ERP,72,5272
4214,이노메트리,반도체·디스플레이·광학,50,5800
4215,미디어그룹사람과숲,솔루션·SI·CRM·ERP,25,2865
4216,피엔에이링크,콜센터·아웃소싱·기타,700,3000
4217,대원씨앤씨,솔루션·SI·CRM·ERP,301,4986
4218,한국전기공사협회,공기업·공공기관,220,4500
4219,에스큐앤티,솔루션·SI·CRM·ERP,72,7000
4220,코리아트리즈,IT컨설팅,129,3579
4221,서울청과,백화점·유통·도소매,96,4335
4222,유비스마트,전기·전자·제어,21,3300
4223,에쏘석유코리아,화학·에너지·환경,16,4250
4224,이피이,전기·전자·제어,50,3566
4225,세인인포테크,솔루션·SI·CRM·ERP,25,4479
4226,나루데이타,IT컨설팅,28,2733
4227,하우리,정보보안,90,3522
4228,나무기술,솔루션·SI·CRM·ERP,107,4966
4229,데브웨이,모바일·APP,5,3533
4230,벡터코리아아이티,IT컨설팅,71,3600
4231,인사이드프로,정보보안,24,3000
4232,이노뎁,솔루션·SI·CRM·ERP,56,3919
4233,슈퍼솔루션,컴퓨터·하드웨어·장비,43,2590
4234,레몬아이티,솔루션·SI·CRM·ERP,6,3013
4235,ETRI부설국가보안기술연구소,공기업·공공기관,2002,1700
4236,혁산정보시스템,솔루션·SI·CRM·ERP,41,3968
4237,티아이오토모티브,자동차·조선·철강·항공,272,7000
4238,세계한인무역협회,협회·단체,30,3333
4239,바로코믹스,포털·컨텐츠·커뮤니티,26,2000
4240,에이스트로닉스,컴퓨터·하드웨어·장비,21,4940
4241,네이버시스템,솔루션·SI·CRM·ERP,357,4403
4242,디오에프연구소,기계·기계설비,33,5650
4243,네오정보시스템,컴퓨터·하드웨어·장비,45,3228
4244,엑스뻬제,콜센터·아웃소싱·기타,400,1900
4245,와이앤에이치,백화점·유통·도소매,35,2800
4246,포트로닉스천안,전기·전자·제어,282,3083
4247,경기관광공사,공기업·공공기관,59,3300
4248,플래시드웨이브코리아,백화점·유통·도소매,50,1950
4249,벤스코리아,백화점·유통·도소매,90,3525
4250,성광유니텍,건설·시공·토목·조경,53,3700
4251,한국스마트아이디,정보보안,13,5687
4252,한자교육진흥회,학원·어학원·교육원,20,3300
4253,중앙신용정보,은행·금융,83,3045
4254,귀뚜라미홀딩스,기계·기계설비,103,3682
4255,한국알파라발,기계·기계설비,150,5500
4256,독립문,섬유·의류·패션,150,3775
4257,여우미,무역·상사,45,3900
4258,베케이코리아,생활화학·화장품,25,3055
4259,아이페이지온,네트워크·통신서비스,66,4695
4260,새서울레저,스포츠·여가·레저,116,4300
4261,호텔설악파크,호텔·여행·항공,3,3500
4262,에스프리즘,웹에이전시,33,2870
4263,에스에이치텍,네트워크·통신서비스,35,3300
4264,태웅,자동차·조선·철강·항공,469,5300
4265,아이엠아이,쇼핑몰·오픈마켓·소셜커머스,150,3438
4266,녹십자헬스케어,공기업·공공기관,229,3956
4267,빌트원,IT컨설팅,54,4266
4268,토요코인코리아,호텔·여행·항공,200,3200
4269,한라산업개발,건설·시공·토목·조경,394,5500
4270,마인즈랩,솔루션·SI·CRM·ERP,116,5212
4271,무른모,솔루션·SI·CRM·ERP,25,2600
4272,나온웍스,정보보안,26,4283
4273,엄앤드이종합건축사사무소,건축·설비·환경,220,4500
4274,하나기술,기계·기계설비,13,1900
4275,자이언트골프앤투어,호텔·여행·항공,20,2400
4276,크몽,쇼핑몰·오픈마켓·소셜커머스,80,3750
4277,한울상사,생활용품·소비재·기타,84,2400
4278,케이엠데이타,전기·전자·제어,39,5500
4279,유니넷텍,건설·시공·토목·조경,46,3450
4280,새희망씨앗,학원·어학원·교육원,45,2200
4281,제노레이,제약·보건·바이오,230,4865
4282,에이치케이앤씨,솔루션·SI·CRM·ERP,4,6000
4283,케이엘테크놀로지,정보보안,18,3092
4284,에스케이테크엑스,솔루션·SI·CRM·ERP,500,4132
4285,이든정보기술,정보보안,10,2266
4286,한일미르컴,정보보안,6,1600
4287,데브기어,IT컨설팅,6,5500
4288,이너인포,네트워크·통신서비스,46,3901
4289,제이예스,솔루션·SI·CRM·ERP,50,3090
4290,두원전자통신,네트워크·통신서비스,70,4087
4291,휴인스,전기·전자·제어,33,5283
4292,켄비텍,전기·전자·제어,45,2900
4293,이씨스,전기·전자·제어,300,3644
4294,태승전자,전기·전자·제어,50,2500
4295,뉴스젤리,IT컨설팅,7,3800
4296,케이토토,스포츠·여가·레저,220,3893
4297,한경디스코,공기업·공공기관,15,3400
4298,마루빌츠,생활화학·화장품,12,3500
4299,스테이지파이브,네트워크·통신서비스,40,3700
4300,썬에어로시스,자동차·조선·철강·항공,8,2300
4301,유아이네트웍스,솔루션·SI·CRM·ERP,17,3561
4302,진성,섬유·의류·패션,18,2300
4303,코너스톤네트웍스,전기·전자·제어,15,3800
4304,노드메이슨,생활화학·화장품,23,4500
4305,한국보팍터미날,렌탈·임대·리스,90,6500
4306,호상사,백화점·유통·도소매,25,3500
4307,컴아트시스템,컴퓨터·하드웨어·장비,19,2600
4308,아세아종합건설,건설·시공·토목·조경,150,3457
4309,오토소프트,솔루션·SI·CRM·ERP,148,2771
4310,제노이드,웹에이전시,30,3520
4311,솔웨이테크,정보보안,4,6500
4312,이엔피게임즈,게임·애니메이션,40,3040
4313,아프로에이치알,솔루션·SI·CRM·ERP,8,4500
4314,말콤크리에이티브,광고·홍보·전시,3,2900
4315,타이닛,쇼핑몰·오픈마켓·소셜커머스,5,2800
4316,예스온서큐레이션,백화점·유통·도소매,15,2500
4317,신라대학교,학교(초·중·고·대학·특수),1000,1500
4318,휴먼캄퍼스,서치펌·헤드헌팅,300,2300
4319,엘에스웨어,정보보안,67,4469
4320,아이티노바,솔루션·SI·CRM·ERP,12,3940
4321,와이즈넛,솔루션·SI·CRM·ERP,243,3859
4322,포켓몬코리아,게임·애니메이션,38,4500
4323,드림레저,무역·상사,12,2500
4324,티앤티트레이딩,섬유·의류·패션,28,2050
4325,에이치에스지성동조선,자동차·조선·철강·항공,659,4580
4326,모람씨앤티,솔루션·SI·CRM·ERP,13,2750
4327,아즈소프트,솔루션·SI·CRM·ERP,14,2800
4328,랜드햇,쇼핑몰·오픈마켓·소셜커머스,25,2900
4329,큐로,금속·재료·자재,240,3100
4330,일성하이스코,금속·재료·자재,55,4500
4331,아이센트,네트워크·통신서비스,62,3645
4332,에너지움,기계·기계설비,64,3324
4333,인티그리트,전기·전자·제어,15,5500
4334,한국엔이씨,정보보안,20,4153
4335,모우소프트,솔루션·SI·CRM·ERP,15,7000
4336,버즈,쇼핑몰·오픈마켓·소셜커머스,20,2450
4337,바이오인프라생명과학,제약·보건·바이오,40,3250
4338,선정인터내셔날,서치펌·헤드헌팅,655,3391
4339,코스테크,전기·전자·제어,56,3200
4340,삼양화학공업,화학·에너지·환경,327,5500
4341,잉글랜더코리아,쇼핑몰·오픈마켓·소셜커머스,50,2843
4342,엘에프아이티,솔루션·SI·CRM·ERP,13,3058
4343,인투엘시스템,솔루션·SI·CRM·ERP,4,3500
4344,한국해양기상기술,솔루션·SI·CRM·ERP,26,4240
4345,더더다다,백화점·유통·도소매,30,3600
4346,씨엠에스에듀,학원·어학원·교육원,937,5840
4347,아이테오솔루션즈,솔루션·SI·CRM·ERP,7,3700
4348,금영엔터테인먼트,전기·전자·제어,103,3740
4349,피닉슨컨트롤스,전기·전자·제어,20,3400
4350,후레쉬워터,생활용품·소비재·기타,40,2766
4351,플레이투게더,솔루션·SI·CRM·ERP,45,4316
4352,조비,생활화학·화장품,119,5500
4353,이든앤앨리스마케팅,광고·홍보·전시,203,3500
4354,한국프라임제약,제약·보건·바이오,376,3933
4355,리딩게이트,솔루션·SI·CRM·ERP,34,3676
4356,인포트롤테크놀러지,화학·에너지·환경,28,4330
4357,라이트브레인,IT컨설팅,80,3530
4358,칼라뮤직,영화·음반·배급,15,4500
4359,팜스빌,제약·보건·바이오,29,3140
4360,케이티비솔루션,정보보안,20,3342
4361,동남코리아,생활용품·소비재·기타,10,3300
4362,제이에스코퍼레이션,섬유·의류·패션,169,3333
4363,케이아이디비채권중개,은행·금융,32,5700
4364,미즈메디병원,제약·보건·바이오,86,4000
4365,콤텍정보통신,솔루션·SI·CRM·ERP,447,4012
4366,세븐플로어,생활용품·소비재·기타,30,2800
4367,스템소프트,정보보안,11,4050
4368,한살림소비자생활협동조합연합회,식품가공,260,3511
4369,엘에프푸드,백화점·유통·도소매,450,3200
4370,바슈롬코리아,백화점·유통·도소매,84,4500
4371,이즈소프트,솔루션·SI·CRM·ERP,30,3120
4372,유니메드제약,제약·보건·바이오,575,3016
4373,비츠,백화점·유통·도소매,106,2557
4374,사이트갤럭시,웹에이전시,1,3760
4375,바이더웨이,백화점·유통·도소매,350,3900
4376,엔텀네트웍스,정보보안,15,3400
4377,리더스텍,컴퓨터·하드웨어·장비,46,2920
4378,브니엘네이처,화학·에너지·환경,280,2800
4379,유니콤티디,정보보안,14,4200
4380,지에이코리아,은행·금융,1165,2170
4381,인하대학교의과대학부속병원,학교(초·중·고·대학·특수),2031,4500
4382,에스제이트랜드,섬유·의류·패션,20,2000
4383,티라이프,섬유·의류·패션,38,2420
4384,인성데이타,솔루션·SI·CRM·ERP,61,4500
4385,베페,광고·홍보·전시,7,4700
4386,엔엠플러스,솔루션·SI·CRM·ERP,10,2600
4387,더바이오,포털·컨텐츠·커뮤니티,10,2400
4388,제일비엠시,콜센터·아웃소싱·기타,2000,2666
4389,한국종합기술,포털·컨텐츠·커뮤니티,15,2185
4390,에이텍티앤,컴퓨터·하드웨어·장비,155,4164
4391,제이미파커스,섬유·의류·패션,32,3700
4392,에스에프에이반도체,반도체·디스플레이·광학,700,4605
4393,니치테크,네트워크·통신서비스,4,4800
4394,에바홀딩스,섬유·의류·패션,40,2120
4395,산업연구원,공기업·공공기관,196,5500
4396,블루원,스포츠·여가·레저,320,2800
4397,에스엠티,컴퓨터·하드웨어·장비,20,2200
4398,웨딩디자인,웨딩·상조·이벤트,50,2766
4399,유진로봇,컴퓨터·하드웨어·장비,160,5020
4400,헬셀,무역·상사,29,2266
4401,굿소프트웨어랩,솔루션·SI·CRM·ERP,30,3721
4402,한양정밀,자동차·조선·철강·항공,250,3677
4403,화일프레스,자동차·조선·철강·항공,35,2300
4404,와이드넷엔지니어링,모바일·APP,240,2684
4405,금성출판사,출판·인쇄·사진,395,3625
4406,조이젠,쇼핑몰·오픈마켓·소셜커머스,70,4303
4407,호텔금오산,호텔·여행·항공,65,2050
4408,엘비휴넷,콜센터·아웃소싱·기타,1859,2750
4409,견주이커머스,음식료·외식·프랜차이즈,4,1900
4410,에이피솔루션즈,자동차·조선·철강·항공,222,4354
4411,하이호금속,무역·상사,38,4187
4412,윈드밀소프트,솔루션·SI·CRM·ERP,5,3710
4413,동국대학교산학협력단,학교(초·중·고·대학·특수),50,4500
4414,에이엔에이치스트럭쳐,자동차·조선·철강·항공,162,8500
4415,태성엔지니어링,화학·에너지·환경,195,2300
4416,팀웨이브,정보보안,12,4733
4417,영광학원,학원·어학원·교육원,751,1850
4418,페타프레임,솔루션·SI·CRM·ERP,2,4100
4419,공연기획디쇼,문화·공연·예술,6,7800
4420,비에스지파트너스,솔루션·SI·CRM·ERP,210,4343
4421,세이브코리아,스포츠·여가·레저,10,3500
4422,이그잭스,반도체·디스플레이·광학,88,4033
4423,아이엘사이언스,전기·전자·제어,55,2800
4424,휴세코,음식료·외식·프랜차이즈,350,4166
4425,메디트,컴퓨터·하드웨어·장비,188,4077
4426,아이큐어,제약·보건·바이오,220,4550
4427,일진코스메틱,생활화학·화장품,107,3100
4428,서울문고,백화점·유통·도소매,219,3551
4429,에이제이파크,부동산·중개·임대,180,3300
